"","obj_diffusion","obj_null","deltaCAIC","deltaAIC","range","ln_kappa2","corr_pop_dens"
"Zenaida_macroura",2577.1087616629,2577.10876142417,-1.99916366114394,-2.00000047745561,0.000891206073733685,8.0626556444236,0.999999999999998
"Tyrannus_verticalis",1604.24576437977,1604.24576422958,-2.00006650460546,-2.00000030037154,0.000818693859409637,8.14752111286565,0.999999999999998
"Contopus_sordidulus",1821.66098441828,1821.90369765681,-2.12689232285811,-1.5145735229471,2.79313763255254,0.0125552074137404,0.946482466679449
"Eremophila_alpestris",2274.5558845285,2281.17946387551,-2.55868896933316,11.2471586940246,17.556882946629,-1.8257252928764,0.634357520140821
"Corvus_corax",2275.63648509039,2277.11536813365,-0.357213249510096,0.957766086523407,938.163561924772,-5.80420353601922,0.531922232009319
"Sturnus_vulgaris",2263.12634775899,2263.12634756001,-1.99849594273383,-2.00000039797305,0.0009308615089644,8.01912081773255,0.999999999999997
"Molothrus_ater",1891.38751022343,1891.39896006456,-1.97725112916669,-1.97710031775114,0.994102666758863,1.04563556202143,0.996578893688534
"Agelaius_phoeniceus",2561.65990170378,2561.6599014973,-1.99995875832428,-2.00000041296335,0.00238011187505714,7.0803285569169,0.999999999999833
"Sturnella_neglecta",2803.83732630408,2806.49024038013,-2.21553443503308,3.30582815209709,53.9338130107594,-2.94803683897223,0.547350765743446
"Euphagus_cyanocephalus",2170.70489372922,2170.77006971904,-1.90657945269049,-1.86964802036164,1.2925382702639,0.783112834389311,0.992149884272337
"Spizella_passerina",1619.34998648794,1619.34998635749,-1.99915854056599,-2.00000026089947,0.00172387297109616,7.40290256295409,0.999999999999953
"Melospiza_melodia",1524.28663665554,1525.41705625843,-1.93565226718783,0.26083920578094,8.25968297441867,-1.07166543513542,0.770287264049086
"Pipilo_maculatus",1694.19203312226,1697.22736590527,-5.84508251239913,4.07066556603331,14.1249168018328,-1.60821961603951,0.668467204521967
"Pheucticus_melanocephalus",1482.3659059709,1488.08963750612,-8.0719675229002,9.44746307042624,8.42315098939786,-1.09126321417829,0.766391985434609
"Piranga_ludoviciana",1710.32514416914,1712.13344604039,-2.91744838077739,1.61660374249186,1015.72350363405,-5.88363567816866,0.531914237980429
"Petrochelidon_pyrrhonota",2148.66693924052,2149.31859931688,-0.634047160366208,-0.696679847265841,2.4190240414831,0.156356600657407,0.960170898104624
"Hirundo_rustica",1629.73093204375,1629.8834780018,-1.66679321998527,-1.69490808390674,2.19497793303326,0.253548777651128,0.967909389363616
"Vireo_gilvus",1719.9647541988,1720.48656496975,-2.43459941759284,-0.956378458090512,918.403417411863,-5.78291597576796,0.531924598994441
"Troglodytes_aedon",1610.44810762448,1610.69483478274,-1.7436035088449,-1.5065456834709,2.98968888686616,-0.0554485599336429,0.93906285248187
"Turdus_migratorius",2751.20345226848,2751.0512806867,-1.84729032969153,-2.30434316357059,2028.73432663767,-6.57544662233374,0.531879441606757
